SCRUB_DC_NO,SCRUB_Category_no,Year,Week
3,121,2021,41
3,202,2021,41
3,284,2021,41
3,68,2021,41
3,215,2021,41
3,95,2021,41
3,145,2021,41
3,37,2021,41
3,91,2021,41
3,83,2021,41
3,69,2021,41
3,295,2021,41
3,323,2021,41
3,245,2021,41
3,319,2021,41
3,150,2021,41
3,84,2021,41
3,249,2021,41
3,132,2021,41
3,128,2021,41
3,215,2021,41
3,201,2021,41
3,298,2021,41
3,26,2021,41
3,246,2021,41
3,220,2021,41
3,152,2021,41
3,99,2021,41
3,143,2021,41
3,174,2021,41
3,178,2021,41
3,78,2021,41
3,23,2021,41
3,177,2021,41
3,265,2021,41
3,245,2021,41
3,150,2021,41
3,17,2021,41
3,302,2021,41
3,279,2021,41
3,40,2021,41
3,284,2021,41
3,153,2021,41
3,25,2021,41
3,25,2021,41
3,233,2021,41
3,278,2021,41
3,231,2021,41
3,24,2021,41
3,285,2021,41
3,146,2021,41
3,236,2021,41
3,151,2021,41
3,213,2021,41
3,186,2021,41
3,160,2021,41
3,247,2021,41
3,39,2021,41
3,339,2021,41
3,305,2021,41
3,267,2021,41
3,58,2021,41
3,48,2021,41
3,290,2021,41
3,49,2021,41
3,230,2021,41
3,296,2021,41
3,287,2021,41
3,228,2021,41
3,201,2021,41
3,86,2021,41
3,161,2021,41
3,76,2021,41
3,180,2021,41
3,202,2021,41
3,44,2021,41
3,11,2021,41
3,304,2021,41
3,158,2021,41
3,162,2021,41
3,181,2021,41
3,331,2021,41
3,230,2021,41
3,269,2021,41
3,181,2021,41
3,321,2021,41
3,58,2021,41
3,158,2021,41
3,119,2021,41
3,255,2021,41
3,115,2021,41
3,264,2021,41
3,259,2021,41
3,75,2021,41
3,338,2021,41
3,201,2021,41
3,224,2021,41
3,268,2021,41
3,148,2021,41
3,157,2021,41
3,190,2021,41
3,230,2021,41
3,90,2021,41
3,196,2021,41
3,321,2021,41
3,144,2021,41
3,230,2021,41
3,280,2021,41
3,186,2021,41
3,239,2021,41
3,193,2021,41
3,81,2021,41
3,23,2021,41
3,236,2021,41
3,61,2021,41
3,114,2021,41
3,270,2021,41
3,19,2021,41
3,182,2021,41
3,189,2021,41
3,204,2021,41
3,340,2021,41
3,324,2021,41
3,39,2021,41
3,162,2021,41
3,294,2021,41
3,80,2021,41
3,226,2021,41
3,45,2021,41
3,295,2021,41
3,134,2021,41
3,291,2021,41
3,82,2021,41
3,252,2021,41
3,185,2021,41
3,238,2021,41
3,206,2021,41
3,289,2021,41
3,62,2021,41
3,109,2021,41
3,141,2021,41
3,312,2021,41
3,18,2021,41
3,278,2021,41
3,97,2021,41
3,107,2021,41
3,312,2021,41
3,34,2021,41
3,41,2021,41
3,15,2021,41
3,313,2021,41
3,61,2021,41
3,320,2021,41
3,137,2021,41
3,79,2021,41
3,294,2021,41
3,14,2021,41
3,91,2021,41
3,240,2021,41
3,267,2021,41
3,68,2021,41
3,27,2021,41
3,141,2021,41
3,252,2021,41
3,29,2021,41
3,169,2021,41
3,24,2021,41
3,28,2021,41
3,20,2021,41
3,22,2021,41
3,153,2021,41
3,234,2021,41
3,253,2021,41
3,255,2021,41
3,70,2021,41
3,272,2021,41
3,159,2021,41
3,70,2021,41
3,96,2021,41
3,298,2021,41
3,154,2021,41
3,158,2021,41
3,309,2021,41
3,339,2021,41
3,12,2021,41
3,85,2021,41
3,90,2021,41
3,184,2021,41
3,167,2021,41
3,320,2021,42
3,313,2021,42
3,14,2021,42
3,182,2021,42
3,200,2021,42
3,328,2021,42
3,71,2021,42
3,122,2021,42
3,183,2021,42
3,155,2021,42
3,183,2021,42
3,56,2021,42
3,184,2021,42
3,344,2021,42
3,228,2021,42
3,109,2021,42
3,173,2021,42
3,63,2021,42
3,180,2021,42
3,280,2021,42
3,134,2021,42
3,314,2021,42
3,63,2021,42
3,55,2021,42
3,24,2021,42
3,172,2021,42
3,254,2021,42
3,339,2021,42
3,129,2021,42
3,9,2021,42
3,32,2021,42
3,150,2021,42
3,241,2021,42
3,13,2021,42
3,90,2021,42
3,103,2021,42
3,166,2021,42
3,115,2021,42
3,311,2021,42
3,170,2021,42
3,336,2021,42
3,188,2021,42
3,234,2021,42
3,61,2021,42
3,148,2021,42
3,339,2021,42
3,177,2021,42
3,175,2021,42
3,308,2021,42
3,255,2021,42
3,131,2021,42
3,277,2021,42
3,254,2021,42
3,190,2021,42
3,313,2021,42
3,246,2021,42
3,60,2021,42
3,269,2021,42
3,273,2021,42
3,148,2021,42
3,226,2021,42
3,285,2021,42
3,300,2021,42
3,198,2021,42
3,305,2021,42
3,35,2021,42
3,60,2021,42
3,244,2021,42
3,45,2021,42
3,139,2021,42
3,103,2021,42
3,84,2021,42
3,75,2021,42
3,242,2021,42
3,231,2021,42
3,113,2021,42
3,4,2021,42
3,320,2021,42
3,287,2021,42
3,35,2021,42
3,121,2021,42
3,220,2021,42
3,17,2021,42
3,256,2021,42
3,179,2021,42
3,15,2021,42
3,132,2021,42
3,315,2021,42
3,21,2021,42
3,139,2021,42
3,163,2021,42
3,242,2021,42
3,276,2021,42
3,224,2021,42
3,157,2021,42
3,51,2021,42
3,76,2021,42
3,111,2021,42
3,40,2021,42
3,14,2021,42
3,57,2021,42
3,164,2021,42
3,201,2021,42
3,38,2021,42
3,101,2021,42
3,227,2021,42
3,54,2021,42
3,177,2021,42
3,315,2021,42
3,181,2021,42
3,250,2021,42
3,302,2021,42
3,310,2021,42
3,5,2021,42
3,217,2021,42
3,325,2021,42
3,118,2021,42
3,84,2021,42
3,16,2021,42
3,74,2021,42
3,226,2021,42
3,92,2021,42
3,244,2021,42
3,268,2021,42
3,230,2021,42
3,18,2021,42
3,131,2021,42
3,228,2021,42
3,273,2021,42
3,6,2021,42
3,58,2021,42
3,178,2021,42
3,3,2021,42
3,72,2021,42
3,23,2021,42
3,288,2021,42
3,66,2021,42
3,140,2021,42
3,68,2021,42
3,298,2021,42
3,119,2021,42
3,300,2021,42
3,310,2021,42
3,34,2021,42
3,225,2021,42
3,333,2021,42
3,308,2021,42
3,311,2021,42
3,190,2021,42
3,80,2021,42
3,88,2021,42
3,298,2021,42
3,266,2021,42
3,33,2021,42
3,62,2021,42
3,295,2021,42
3,294,2021,42
3,265,2021,42
3,340,2021,42
3,97,2021,42
3,186,2021,42
3,213,2021,42
3,261,2021,42
3,273,2021,42
3,23,2021,42
3,196,2021,42
3,256,2021,42
3,126,2021,42
3,214,2021,42
3,13,2021,42
3,73,2021,42
3,110,2021,42
3,342,2021,42
3,226,2021,42
3,254,2021,42
3,270,2021,42
3,255,2021,42
3,12,2021,42
3,97,2021,42
3,5,2021,42
3,305,2021,42
3,306,2021,42
3,256,2021,42
3,302,2021,42
3,49,2021,42
3,129,2021,42
3,96,2021,42
3,217,2021,42
3,121,2021,42
3,216,2021,42
3,136,2021,42
3,250,2021,42
3,194,2021,42
3,341,2021,42
3,168,2021,42
3,80,2021,42
3,219,2021,42
3,289,2021,42
3,126,2021,42
3,146,2021,42
3,262,2021,42
3,58,2021,42
3,101,2021,42
3,279,2021,42
3,283,2021,42
3,279,2021,43
3,19,2021,43
3,181,2021,43
3,75,2021,43
3,315,2021,43
3,219,2021,43
3,105,2021,43
3,12,2021,43
3,104,2021,43
3,287,2021,43
3,302,2021,43
3,26,2021,43
3,95,2021,43
3,44,2021,43
3,79,2021,43
3,53,2021,43
3,227,2021,43
3,284,2021,43
3,123,2021,43
3,86,2021,43
3,130,2021,43
3,278,2021,43
3,278,2021,43
3,234,2021,43
3,303,2021,43
3,37,2021,43
3,266,2021,43
3,275,2021,43
3,165,2021,43
3,316,2021,43
3,271,2021,43
3,33,2021,43
3,214,2021,43
3,316,2021,43
3,72,2021,43
3,98,2021,43
3,318,2021,43
3,294,2021,43
3,112,2021,43
3,83,2021,43
3,12,2021,43
3,151,2021,43
3,72,2021,43
3,118,2021,43
3,316,2021,43
3,125,2021,43
3,54,2021,43
3,174,2021,43
3,22,2021,43
3,280,2021,43
3,75,2021,43
3,1,2021,43
3,87,2021,43
3,102,2021,43
3,282,2021,43
3,211,2021,43
3,48,2021,43
3,215,2021,43
3,333,2021,43
3,72,2021,43
3,175,2021,43
3,29,2021,43
3,303,2021,43
3,226,2021,43
3,144,2021,43
3,10,2021,43
3,98,2021,43
3,323,2021,43
3,51,2021,43
3,70,2021,43
3,254,2021,43
3,160,2021,43
3,38,2021,43
3,337,2021,43
3,338,2021,43
3,211,2021,43
3,31,2021,43
3,104,2021,43
3,243,2021,43
3,306,2021,43
3,236,2021,43
3,18,2021,43
3,232,2021,43
3,328,2021,43
3,85,2021,43
3,60,2021,43
3,305,2021,43
3,39,2021,43
3,305,2021,43
3,22,2021,43
3,241,2021,43
3,75,2021,43
3,121,2021,43
3,169,2021,43
3,212,2021,43
3,305,2021,43
3,153,2021,43
3,266,2021,43
3,102,2021,43
3,333,2021,43
3,145,2021,43
3,181,2021,43
3,98,2021,43
3,117,2021,43
3,129,2021,43
3,335,2021,43
3,303,2021,43
3,274,2021,43
3,133,2021,43
3,343,2021,43
3,273,2021,43
3,175,2021,43
3,99,2021,43
3,274,2021,43
3,74,2021,43
3,269,2021,43
3,51,2021,43
3,328,2021,43
3,315,2021,43
3,87,2021,43
3,167,2021,43
3,93,2021,43
3,143,2021,43
3,131,2021,43
3,291,2021,43
3,77,2021,43
3,158,2021,43
3,103,2021,43
3,265,2021,43
3,48,2021,43
3,337,2021,43
3,14,2021,43
3,290,2021,43
3,306,2021,43
3,298,2021,43
3,298,2021,43
3,189,2021,43
3,257,2021,43
3,267,2021,43
3,50,2021,43
3,137,2021,43
3,288,2021,43
3,52,2021,43
3,85,2021,43
3,45,2021,43
3,346,2021,43
3,285,2021,43
3,138,2021,43
3,286,2021,43
3,2,2021,43
3,316,2021,43
3,13,2021,43
3,47,2021,43
3,341,2021,43
3,6,2021,43
3,26,2021,43
3,215,2021,43
3,231,2021,43
3,327,2021,43
3,6,2021,43
3,113,2021,43
3,68,2021,43
3,280,2021,43
3,332,2021,43
3,201,2021,43
3,275,2021,43
3,218,2021,43
3,283,2021,43
3,140,2021,43
3,181,2021,43
3,274,2021,43
3,240,2021,43
3,198,2021,43
3,63,2021,43
3,212,2021,43
3,135,2021,43
3,184,2021,43
3,212,2021,43
3,231,2021,43
3,37,2021,43
3,343,2021,43
3,346,2021,43
3,65,2021,43
3,160,2021,43
3,168,2021,43
3,234,2021,43
3,290,2021,43
3,127,2021,43
3,341,2021,43
3,54,2021,43
3,50,2021,43
3,221,2021,43
3,256,2021,43
3,6,2021,43
3,192,2021,43
3,253,2021,43
3,62,2021,43
3,262,2021,43
3,330,2021,43
3,87,2021,43
3,179,2021,43
3,283,2021,43
3,38,2021,43
3,171,2021,43
3,137,2021,43
3,140,2021,44
3,38,2021,44
3,50,2021,44
3,139,2021,44
3,271,2021,44
3,259,2021,44
3,324,2021,44
3,210,2021,44
3,315,2021,44
3,271,2021,44
3,323,2021,44
3,232,2021,44
3,253,2021,44
3,269,2021,44
3,277,2021,44
3,296,2021,44
3,9,2021,44
3,24,2021,44
3,226,2021,44
3,163,2021,44
3,172,2021,44
3,60,2021,44
3,24,2021,44
3,224,2021,44
3,249,2021,44
3,226,2021,44
3,39,2021,44
3,246,2021,44
3,284,2021,44
3,84,2021,44
3,117,2021,44
3,256,2021,44
3,90,2021,44
3,254,2021,44
3,98,2021,44
3,50,2021,44
3,328,2021,44
3,105,2021,44
3,153,2021,44
3,244,2021,44
3,48,2021,44
3,223,2021,44
3,235,2021,44
3,126,2021,44
3,186,2021,44
3,68,2021,44
3,125,2021,44
3,217,2021,44
3,205,2021,44
3,236,2021,44
3,214,2021,44
3,52,2021,44
3,320,2021,44
3,77,2021,44
3,271,2021,44
3,164,2021,44
3,66,2021,44
3,289,2021,44
3,165,2021,44
3,60,2021,44
3,102,2021,44
3,282,2021,44
3,81,2021,44
3,67,2021,44
3,32,2021,44
3,296,2021,44
3,329,2021,44
3,253,2021,44
3,194,2021,44
3,55,2021,44
3,281,2021,44
3,259,2021,44
3,266,2021,44
3,37,2021,44
3,138,2021,44
3,262,2021,44
3,271,2021,44
3,91,2021,44
3,42,2021,44
3,187,2021,44
3,147,2021,44
3,34,2021,44
3,324,2021,44
3,252,2021,44
3,314,2021,44
3,225,2021,44
3,267,2021,44
3,220,2021,44
3,170,2021,44
3,113,2021,44
3,267,2021,44
3,249,2021,44
3,256,2021,44
3,19,2021,44
3,189,2021,44
3,321,2021,44
3,93,2021,44
3,31,2021,44
3,95,2021,44
3,22,2021,44
3,55,2021,44
3,145,2021,44
3,102,2021,44
3,99,2021,44
3,88,2021,44
3,77,2021,44
3,7,2021,44
3,317,2021,44
3,230,2021,44
3,175,2021,44
3,297,2021,44
3,276,2021,44
3,310,2021,44
3,83,2021,44
3,133,2021,44
3,142,2021,44
3,58,2021,44
3,321,2021,44
3,231,2021,44
3,227,2021,44
3,176,2021,44
3,156,2021,44
3,58,2021,44
3,274,2021,44
3,118,2021,44
3,105,2021,44
3,34,2021,44
3,294,2021,44
3,23,2021,44
3,342,2021,44
3,346,2021,44
3,333,2021,44
3,47,2021,44
3,115,2021,44
3,151,2021,44
3,278,2021,44
3,32,2021,44
3,246,2021,44
3,128,2021,44
3,276,2021,44
3,195,2021,44
3,191,2021,44
3,336,2021,44
3,7,2021,44
3,151,2021,44
3,187,2021,44
3,304,2021,44
3,172,2021,44
3,22,2021,44
3,31,2021,44
3,178,2021,44
3,258,2021,44
3,224,2021,44
3,172,2021,44
3,126,2021,44
3,216,2021,44
3,301,2021,44
3,259,2021,44
3,67,2021,44
3,42,2021,44
3,202,2021,44
3,111,2021,44
3,203,2021,44
3,266,2021,44
3,213,2021,44
3,32,2021,44
3,125,2021,44
3,129,2021,44
3,99,2021,44
3,185,2021,44
3,331,2021,44
3,289,2021,44
3,189,2021,44
3,258,2021,44
3,105,2021,44
3,310,2021,44
3,191,2021,44
3,58,2021,44
3,82,2021,44
3,260,2021,44
3,341,2021,44
3,19,2021,44
3,284,2021,44
3,292,2021,44
3,75,2021,44
3,242,2021,44
3,101,2021,44
3,202,2021,44
3,105,2021,44
3,241,2021,44
3,70,2021,44
3,38,2021,44
3,310,2021,44
3,21,2021,44
3,139,2021,44
3,199,2021,44
3,87,2021,44
3,201,2021,44
3,147,2021,44
3,119,2021,44
3,267,2021,44
3,154,2021,44
3,64,2021,44
3,145,2021,44
3,7,2021,44
3,245,2021,44
3,124,2021,44
3,166,2021,44
3,160,2021,44
3,227,2021,44
3,139,2021,44
3,12,2021,44
3,78,2021,44
3,6,2021,44
3,40,2021,44
3,284,2021,44
3,330,2021,44
3,120,2021,44
3,183,2021,45
3,202,2021,45
3,40,2021,45
3,259,2021,45
3,206,2021,45
3,22,2021,45
3,286,2021,45
3,258,2021,45
3,217,2021,45
3,234,2021,45
3,335,2021,45
3,318,2021,45
3,289,2021,45
3,24,2021,45
3,91,2021,45
3,85,2021,45
3,277,2021,45
3,184,2021,45
3,61,2021,45
3,24,2021,45
3,150,2021,45
3,346,2021,45
3,59,2021,45
3,183,2021,45
3,300,2021,45
3,120,2021,45
3,65,2021,45
3,71,2021,45
3,120,2021,45
3,120,2021,45
3,241,2021,45
3,61,2021,45
3,238,2021,45
3,109,2021,45
3,84,2021,45
3,29,2021,45
3,132,2021,45
3,251,2021,45
3,70,2021,45
3,293,2021,45
3,57,2021,45
3,48,2021,45
3,8,2021,45
3,166,2021,45
3,5,2021,45
3,6,2021,45
3,273,2021,45
3,308,2021,45
3,188,2021,45
3,103,2021,45
3,247,2021,45
3,106,2021,45
3,268,2021,45
3,23,2021,45
3,177,2021,45
3,51,2021,45
3,146,2021,45
3,143,2021,45
3,202,2021,45
3,298,2021,45
3,32,2021,45
3,277,2021,45
3,209,2021,45
3,99,2021,45
3,280,2021,45
3,196,2021,45
3,104,2021,45
3,131,2021,45
3,147,2021,45
3,180,2021,45
3,54,2021,45
3,21,2021,45
3,235,2021,45
3,115,2021,45
3,72,2021,45
3,207,2021,45
3,46,2021,45
3,108,2021,45
3,93,2021,45
3,285,2021,45
3,100,2021,45
3,141,2021,45
3,94,2021,45
3,49,2021,45
3,103,2021,45
3,113,2021,45
3,50,2021,45
3,128,2021,45
3,233,2021,45
3,283,2021,45
3,235,2021,45
3,107,2021,45
3,150,2021,45
3,320,2021,45
3,224,2021,45
3,59,2021,45
3,334,2021,45
3,181,2021,45
3,324,2021,45
3,177,2021,45
3,247,2021,45
3,162,2021,45
3,101,2021,45
3,67,2021,45
3,268,2021,45
3,276,2021,45
3,88,2021,45
3,277,2021,45
3,114,2021,45
3,286,2021,45
3,40,2021,45
3,35,2021,45
3,215,2021,45
3,11,2021,45
3,19,2021,45
3,145,2021,45
3,314,2021,45
3,186,2021,45
3,28,2021,45
3,32,2021,45
3,56,2021,45
3,161,2021,45
3,204,2021,45
3,109,2021,45
3,251,2021,45
3,131,2021,45
3,329,2021,45
3,237,2021,45
3,28,2021,45
3,51,2021,45
3,97,2021,45
3,346,2021,45
3,53,2021,45
3,123,2021,45
3,328,2021,45
3,233,2021,45
3,319,2021,45
3,327,2021,45
3,248,2021,45
3,157,2021,45
3,75,2021,45
3,14,2021,45
3,158,2021,45
3,296,2021,45
3,96,2021,45
3,200,2021,45
3,241,2021,45
3,57,2021,45
3,286,2021,45
3,208,2021,45
3,317,2021,45
3,95,2021,45
3,144,2021,45
3,220,2021,45
3,313,2021,45
3,64,2021,45
3,197,2021,45
3,28,2021,45
3,95,2021,45
3,2,2021,45
3,19,2021,45
3,25,2021,45
3,270,2021,45
3,126,2021,45
3,339,2021,45
3,33,2021,45
3,43,2021,45
3,202,2021,45
3,130,2021,45
3,51,2021,45
3,180,2021,45
3,332,2021,45
3,53,2021,45
3,3,2021,45
3,264,2021,45
3,183,2021,45
3,103,2021,45
3,308,2021,45
3,138,2021,45
3,161,2021,45
3,229,2021,45
3,212,2021,45
3,270,2021,45
3,173,2021,45
3,157,2021,45
3,151,2021,45
3,58,2021,45
3,166,2021,45
3,257,2021,45
3,252,2021,45
3,23,2021,45
3,98,2021,45
3,338,2021,45
3,84,2021,45
3,114,2021,45
3,271,2021,45
3,102,2021,45
3,87,2021,45
3,319,2021,45
3,325,2021,45
3,85,2021,45
3,142,2021,45
3,214,2021,45
3,289,2021,45
3,141,2021,45
3,246,2021,45
3,97,2021,45
3,45,2021,45
3,75,2021,45
3,177,2021,45
3,56,2021,45
3,201,2021,46
3,330,2021,46
3,294,2021,46
3,249,2021,46
3,71,2021,46
3,295,2021,46
3,39,2021,46
3,340,2021,46
3,279,2021,46
3,42,2021,46
3,38,2021,46
3,77,2021,46
3,170,2021,46
3,161,2021,46
3,47,2021,46
3,141,2021,46
3,83,2021,46
3,84,2021,46
3,209,2021,46
3,234,2021,46
3,292,2021,46
3,171,2021,46
3,246,2021,46
3,105,2021,46
3,32,2021,46
3,22,2021,46
3,314,2021,46
3,155,2021,46
3,86,2021,46
3,13,2021,46
3,323,2021,46
3,240,2021,46
3,336,2021,46
3,12,2021,46
3,248,2021,46
3,4,2021,46
3,146,2021,46
3,284,2021,46
3,139,2021,46
3,82,2021,46
3,216,2021,46
3,303,2021,46
3,227,2021,46
3,44,2021,46
3,283,2021,46
3,221,2021,46
3,221,2021,46
3,276,2021,46
3,331,2021,46
3,182,2021,46
3,278,2021,46
3,187,2021,46
3,26,2021,46
3,32,2021,46
3,322,2021,46
3,23,2021,46
3,119,2021,46
3,203,2021,46
3,307,2021,46
3,100,2021,46
3,288,2021,46
3,91,2021,46
3,167,2021,46
3,39,2021,46
3,328,2021,46
3,347,2021,46
3,45,2021,46
3,285,2021,46
3,20,2021,46
3,96,2021,46
3,309,2021,46
3,158,2021,46
3,49,2021,46
3,12,2021,46
3,133,2021,46
3,140,2021,46
3,54,2021,46
3,87,2021,46
3,3,2021,46
3,275,2021,46
3,53,2021,46
3,129,2021,46
3,341,2021,46
3,175,2021,46
3,248,2021,46
3,254,2021,46
3,127,2021,46
3,333,2021,46
3,149,2021,46
3,2,2021,46
3,140,2021,46
3,191,2021,46
3,308,2021,46
3,274,2021,46
3,110,2021,46
3,202,2021,46
3,270,2021,46
3,156,2021,46
3,22,2021,46
3,91,2021,46
3,305,2021,46
3,81,2021,46
3,43,2021,46
3,52,2021,46
3,180,2021,46
3,266,2021,46
3,46,2021,46
3,115,2021,46
3,86,2021,46
3,133,2021,46
3,53,2021,46
3,244,2021,46
3,222,2021,46
3,135,2021,46
3,104,2021,46
3,242,2021,46
3,76,2021,46
3,242,2021,46
3,262,2021,46
3,282,2021,46
3,132,2021,46
3,81,2021,46
3,12,2021,46
3,305,2021,46
3,11,2021,46
3,227,2021,46
3,340,2021,46
3,295,2021,46
3,196,2021,46
3,271,2021,46
3,126,2021,46
3,170,2021,46
3,95,2021,46
3,291,2021,46
3,202,2021,46
3,166,2021,46
3,36,2021,46
3,282,2021,46
3,308,2021,46
3,307,2021,46
3,326,2021,46
3,269,2021,46
3,209,2021,46
3,168,2021,46
3,193,2021,46
3,335,2021,46
3,77,2021,46
3,123,2021,46
3,321,2021,46
3,230,2021,46
3,126,2021,46
3,249,2021,46
3,277,2021,46
3,183,2021,46
3,326,2021,46
3,168,2021,46
3,256,2021,46
3,165,2021,46
3,301,2021,46
3,40,2021,46
3,60,2021,46
3,173,2021,46
3,249,2021,46
3,189,2021,46
3,267,2021,46
3,129,2021,46
3,127,2021,46
3,256,2021,46
3,247,2021,46
3,42,2021,46
3,186,2021,46
3,334,2021,46
3,34,2021,46
3,255,2021,46
3,52,2021,46
3,83,2021,46
3,152,2021,46
3,190,2021,46
3,236,2021,46
3,68,2021,46
3,186,2021,46
3,77,2021,46
3,221,2021,46
3,302,2021,46
3,337,2021,46
3,308,2021,46
3,81,2021,46
3,229,2021,46
3,337,2021,46
3,141,2021,46
3,259,2021,46
3,36,2021,46
3,277,2021,46
3,202,2021,46
3,254,2021,46
3,322,2021,46
3,213,2021,46
3,20,2021,46
3,252,2021,46
3,247,2021,46
3,6,2021,46
3,296,2021,46
3,142,2021,46
3,299,2021,46
3,19,2021,46
3,9,2021,46
3,72,2021,46
3,26,2021,46
3,89,2021,46
3,69,2021,46
3,339,2021,46
3,101,2021,46
3,39,2021,46
3,189,2021,46
3,16,2021,46
3,38,2021,46
3,163,2021,46
3,162,2021,47
3,342,2021,47
3,96,2021,47
3,115,2021,47
3,31,2021,47
3,288,2021,47
3,255,2021,47
3,252,2021,47
3,49,2021,47
3,227,2021,47
3,21,2021,47
3,312,2021,47
3,277,2021,47
3,187,2021,47
3,21,2021,47
3,226,2021,47
3,299,2021,47
3,200,2021,47
3,114,2021,47
3,83,2021,47
3,321,2021,47
3,195,2021,47
3,279,2021,47
3,242,2021,47
3,80,2021,47
3,312,2021,47
3,133,2021,47
3,288,2021,47
3,345,2021,47
3,317,2021,47
3,134,2021,47
3,136,2021,47
3,326,2021,47
3,37,2021,47
3,282,2021,47
3,194,2021,47
3,141,2021,47
3,126,2021,47
3,148,2021,47
3,147,2021,47
3,2,2021,47
3,54,2021,47
3,152,2021,47
3,75,2021,47
3,52,2021,47
3,144,2021,47
3,325,2021,47
3,37,2021,47
3,204,2021,47
3,154,2021,47
3,261,2021,47
3,327,2021,47
3,199,2021,47
3,136,2021,47
3,239,2021,47
3,72,2021,47
3,102,2021,47
3,275,2021,47
3,4,2021,47
3,225,2021,47
3,183,2021,47
3,226,2021,47
3,207,2021,47
3,245,2021,47
3,164,2021,47
3,115,2021,47
3,237,2021,47
3,213,2021,47
3,127,2021,47
3,63,2021,47
3,89,2021,47
3,82,2021,47
3,328,2021,47
3,32,2021,47
3,267,2021,47
3,15,2021,47
3,57,2021,47
3,328,2021,47
3,283,2021,47
3,112,2021,47
3,123,2021,47
3,243,2021,47
3,164,2021,47
3,201,2021,47
3,255,2021,47
3,211,2021,47
3,277,2021,47
3,296,2021,47
3,117,2021,47
3,103,2021,47
3,148,2021,47
3,150,2021,47
3,187,2021,47
3,126,2021,47
3,20,2021,47
3,126,2021,47
3,147,2021,47
3,274,2021,47
3,198,2021,47
3,197,2021,47
3,244,2021,47
3,45,2021,47
3,108,2021,47
3,85,2021,47
3,65,2021,47
3,299,2021,47
3,25,2021,47
3,116,2021,47
3,334,2021,47
3,116,2021,47
3,173,2021,47
3,340,2021,47
3,344,2021,47
3,325,2021,47
3,299,2021,47
3,247,2021,47
3,100,2021,47
3,54,2021,47
3,125,2021,47
3,235,2021,47
3,195,2021,47
3,121,2021,47
3,138,2021,47
3,267,2021,47
3,321,2021,47
3,229,2021,47
3,312,2021,47
3,49,2021,47
3,32,2021,47
3,294,2021,47
3,337,2021,47
3,18,2021,47
3,274,2021,47
3,295,2021,47
3,30,2021,47
3,107,2021,47
3,55,2021,47
3,324,2021,47
3,276,2021,47
3,34,2021,47
3,243,2021,47
3,24,2021,47
3,249,2021,47
3,269,2021,47
3,29,2021,47
3,10,2021,47
3,115,2021,47
3,8,2021,47
3,30,2021,47
3,209,2021,47
3,43,2021,47
3,15,2021,47
3,7,2021,47
3,137,2021,47
3,34,2021,47
3,119,2021,47
3,214,2021,47
3,317,2021,47
3,257,2021,47
3,205,2021,47
3,23,2021,47
3,160,2021,47
3,63,2021,47
3,133,2021,47
3,193,2021,47
3,50,2021,47
3,1,2021,47
3,214,2021,47
3,108,2021,47
3,45,2021,47
3,231,2021,47
3,67,2021,47
3,111,2021,47
3,166,2021,47
3,48,2021,47
3,288,2021,47
3,95,2021,47
3,182,2021,47
3,35,2021,47
3,36,2021,47
3,341,2021,47
3,329,2021,47
3,160,2021,47
3,328,2021,47
3,342,2021,47
3,40,2021,47
3,60,2021,47
3,116,2021,47
3,236,2021,48
3,77,2021,48
3,282,2021,48
3,55,2021,48
3,191,2021,48
3,119,2021,48
3,100,2021,48
3,56,2021,48
3,102,2021,48
3,172,2021,48
3,292,2021,48
3,286,2021,48
3,327,2021,48
3,335,2021,48
3,110,2021,48
3,94,2021,48
3,32,2021,48
3,127,2021,48
3,91,2021,48
3,71,2021,48
3,327,2021,48
3,17,2021,48
3,77,2021,48
3,107,2021,48
3,260,2021,48
3,119,2021,48
3,97,2021,48
3,75,2021,48
3,196,2021,48
3,140,2021,48
3,199,2021,48
3,146,2021,48
3,143,2021,48
3,61,2021,48
3,78,2021,48
3,208,2021,48
3,11,2021,48
3,107,2021,48
3,29,2021,48
3,212,2021,48
3,257,2021,48
3,1,2021,48
3,207,2021,48
3,248,2021,48
3,321,2021,48
3,245,2021,48
3,3,2021,48
3,227,2021,48
3,145,2021,48
3,17,2021,48
3,45,2021,48
3,313,2021,48
3,196,2021,48
3,158,2021,48
3,264,2021,48
3,328,2021,48
3,118,2021,48
3,300,2021,48
3,19,2021,48
3,137,2021,48
3,87,2021,48
3,338,2021,48
3,310,2021,48
3,72,2021,48
3,325,2021,48
3,219,2021,48
3,323,2021,48
3,16,2021,48
3,255,2021,48
3,240,2021,48
3,221,2021,48
3,207,2021,48
3,165,2021,48
3,170,2021,48
3,274,2021,48
3,139,2021,48
3,84,2021,48
3,27,2021,48
3,263,2021,48
3,258,2021,48
3,125,2021,48
3,231,2021,48
3,172,2021,48
3,327,2021,48
3,335,2021,48
3,47,2021,48
3,294,2021,48
3,321,2021,48
3,65,2021,48
3,265,2021,48
3,38,2021,48
3,250,2021,48
3,334,2021,48
3,332,2021,48
3,243,2021,48
3,109,2021,48
3,262,2021,48
3,209,2021,48
3,332,2021,48
3,297,2021,48
3,309,2021,48
3,248,2021,48
3,271,2021,48
3,15,2021,48
3,57,2021,48
3,306,2021,48
3,341,2021,48
3,236,2021,48
3,139,2021,48
3,305,2021,48
3,146,2021,48
3,251,2021,48
3,79,2021,48
3,169,2021,48
3,70,2021,48
3,218,2021,48
3,198,2021,48
3,51,2021,48
3,232,2021,48
